id,ls_overall_acc
02012588,0.053454079542187394
02hhn3yb,0.03466444035976368
09u7vlj7,0.011316738245405134
0jutvml5,0.033860120250006176
0ldaeete,0.03840770977840546
0qlz7yxg,0.01623763618494023
0v04fxma,0.04871391761287769
10gr6k2l,0.021449562993778648
11qq9hxf,0.030155907768549817
14g6hv8k,0.029214748100197308
16j46xy8,-0.011584176553626757
1dyyaw4b,0.028847653204428725
1lb7tbr7,0.060552691867124975
1xqec919,0.03031714413477893
21xapnnh,0.03204407873273618
23h7rpbu,0.04679848526351693
23rjqvom,0.025732103098230485
29ehzpe0,0.01987199485710489
29zpbmmy,0.0613661128392351
2davx7nt,0.002452686685653016
2n6v1k3u,0.006611397690985066
2v42ipxy,0.038942698856270996
2wl27dkz,0.008994633061797042
2xn0szh6,-0.0036223243017176054
2z10bv6a,0.060965667179998184
2zbxslpn,0.02813753978137601
30a1bp8j,-0.012712068633121021
321yl4lz,0.033783250724612635
36eh4u39,0.02207264775212292
38k6v81o,0.005248151526142553
3942ithx,0.04418464301222469
3c48ijq4,0.01984591472540964
3o6c5jme,0.019796326848094847
3z7js7ze,0.026990263135261205
4c4vv6fg,0.014620486366986318
4iu45lp8,-0.0021403755235646083
4j2ynmmd,0.03972944921350596
4lce564k,0.01271421065156797
4oenuj4z,0.03657266068628817
4osyobtp,0.021124745408944934
4tjawqeo,0.038581091648420385
4uzthrsp,0.046930652556007146
5aqq8r6w,0.039370314842579024
5ckvwhwy,0.03126954346466526
5g9je77m,0.02516119988786103
5l6mnknj,0.015984572165086752
5tqven48,0.06647051900670842
5un6y0nb,0.010670731707317027
5vluzm8n,-0.005974191869611567
62pu08b1,0.01852832991234077
63xil5ki,-0.009619733273190434
66jz8ugt,0.058016058016057914
6f2ol425,0.042912782492292245
6gwztzbq,0.02733438329147675
6jpt0age,0.06206985178627533
6ui53ym6,0.007069699990935985
7cwp4v6n,0.0028115427116700564
7e2tmpa6,-0.004505820860061904
7etrw5nu,0.010646283064761453
7qw1xhrh,0.030786550883516672
81bqimnf,0.025573367380716028
81db02fc,0.05346868896337209
8c1fhpt1,0.009012857203878455
8cav5z8q,-0.011804581580177831
8vxgrgkb,0.008856115993745584
8xlm91xr,-0.0032695374800637556
91e0xbu5,0.01934525213453464
934tcrxh,0.011809126626494026
95qq6nys,6.720430107526321e-4
98n9czmc,0.025910652920962063
99rxav54,0.0228237732779083
9d4b8u7f,0.03307166259867633
9dptpzrf,0.059816189156084665
9e1r9mu0,0.07132421964850755
9e9jgfep,0.030931056906269294
9eprutwa,0.038150531387839415
9eybg7ux,0.0381418342496318
9owrldau,0.03941432803766087
9qygdnaf,0.030972425510123025
9s5fp6s6,0.03153417967619854
9ypnxdh1,0.03941601396047256
a2lhxhxk,0.05945790346352253
a9n5v3d1,0.030917967909837696
acyrm6vi,0.015455002222350966
adx0ufr2,-0.03074098587091012
ahrykldn,0.05988214254302382
ajw8rmzy,0.02078136070026637
au3z690l,0.025213609356004363
awz14fq9,0.025310245046805124
bd6v7ia1,0.010132922365632901
bh4nuak1,0.03334816297779197
bla7r2es,8.532984805178501e-4
bx2hkvzu,8.585179206644922e-4
byga4vql,0.029057184840219574
c8cu3c3m,0.02610513844508755
cjz75i22,0.025578891312776353
cqohls3i,0.04815425521919692
cw1o9bs1,0.028106822759046857
d0ik7z9x,0.013920022046196023
d2m1zo7g,0.022087760724124328
d3omyepd,0.039117170214829744
d6it3y3p,0.016949131636076253
decnc028,0.03171886181065198
diqhmi3m,0.05397683590970359
dkzozr6c,0.0380127129950818
dmsi5tdj,0.02512742783709232
dnoe2hz9,-0.01206896551724157
dq82faf2,-0.018229223397705274
dr4gkvot,0.03518381445842589
ds5uz2d5,0.030616984165848238
dyyp50j9,-0.008840225348890396
e9v1bzuc,-2.0889754321595788e-4
eegst1da,0.0185737063892788
efi3fjue,0.02295862391360337
ej4up0rn,0.029595011964606788
ejv5piey,0.01663239661868865
ektwqxeh,0.042431510008301476
em7v17uu,0.040325167360481196
enhoisyi,0.030523477826564283
eogyi8j4,0.025850408825560445
f3jt6ahq,0.025689655172413728
f6k7yhh9,0.041960477061025236
fdlbs3x7,0.01861311699337087
fhwg4lyo,0.02263320061994789
fnqg33tk,0.0046041744515027405
fo2t0ykg,0.018956135745310743
foy52cb4,0.0072437190537313345
ftd9rnvm,0.02241468794602297
g59wh51e,0.03529401206606053
g6fwz6fr,0.013667786350556765
g6u6toqw,0.07092289306694144
g79gm5hl,-0.015448386855302587
ga9uahma,0.0018275223384395245
ggyyoznf,-1.2506734395467678e-4
ghfmfp6u,0.022821064428962812
gmohu013,0.0018697039349548916
gszsrlmk,5.133470225870962e-4
h2fr0kzy,0.02359520663583603
h46neot4,0.005041587730307162
h6f38bwq,0.04092256849886877
haqli8xf,0.02825034785829461
hdbjnl2c,0.027891465817796224
he7sr8mk,0.007029478458050131
hegg4ro3,0.03147469957732674
hgkrglvb,0.024108921404275563
hgvrtubi,0.03792621130510543
hi6zokfx,0.04640310757471333
hifa1lt0,0.0419286417695629
hiz600nj,0.012536955525720539
hprh5n1p,-0.00855313645026834
hy7g3uyh,0.004684821670556283
hz8tf3vd,0.008543177225166843
i0g6t95m,-0.0048553759487747206
i7buva8v,0.02559322033898337
i8qv8im9,-0.002012594476761609
ignzshk6,0.04182513885273442
iufx87jk,0.0243565246712375
jscgnhdg,0.009883780296489952
juxni43e,0.0372864757350424
jwgxbjzf,0.006076436372918659
k1haxar6,0.04380819691164506
kaj4d6us,0.03305005677911066
kfigyu57,0.019133690439465112
kkyl1756,0.01032033148369782
klijsnkr,-0.0027397849000245778
knznxrg2,0.01814781670911636
kv027ctc,0.006988677824070422
l75tdx7z,0.006558675036601125
ldmmwz4f,-0.007493851064943269
llsj1iws,0.031903356563789065
ln7kg8ue,0.028332660668075382
lv8ld5wh,0.02832901613929195
lykz1rsu,0.004326520827927283
mee14g6o,0.03510598301987378
megc4lwa,0.017815830558651657
mei70uns,-0.015756377784576392
merxonq0,0.021025215159293564
msc1rxqn,0.008110033426489194
mtlahwgq,0.027285204630258963
n29bvgfq,0.008517155718261504
n5zkdivb,0.03888444622151166
n98bw1w1,-0.005549839353141461
ndrjpwzk,0.012573219842577754
nj1xo326,-0.008146366026968166
noei6ysf,0.025326980801051113
nw012b80,0.020101754629951563
o0rf6ttx,0.0018070991193863684
o0s5d3oa,0.03028404046733979
o164htod,0.021568788426103325
o7t1h1uu,0.03221480900052287
oc4nj0mw,0.03456129949923714
og139wwb,0.023494734636638426
oj7dfs8q,0.016218312134653523
ojgtxh4b,0.024300495749152606
op2f5tbq,0.014010989010988961
opoeebkv,0.015452100018340964
orpo5v41,0.029607636515530777
ou69io2m,0.0072906833200203636
ov0ykrcj,0.039462290699972646
ov6zilsh,0.08542730665577891
ow986b5y,-0.006611104786669708
oy96qcal,0.004728516667475535
p7r46bu5,0.047515625377060555
p82edp2y,0.02001968840447277
pc2f0ui6,0.036723818350324344
pc4rm08d,0.037264100151219504
pft5n8y6,0.024341880912578828
pl9my9hx,-0.0015736268836387124
pozsjx4f,0.01966145475529657
pp56h32v,0.014316559495015091
przvqjfv,0.008941233608547483
pw6hk232,0.010947167459804508
q2og7bcw,0.0370226781242885
qbftx87x,-0.008885850991114164
qh2z8vvu,0.010217753081544823
qkicgoft,0.035259551768985875
qqwe9imb,0.012091185926142445
qraan3df,0.013282701597918667
qt76109e,0.016231327813118313
qtl2vxy4,0.033288265449833765
qw0603kl,0.015772367653245745
qyefhmeo,0.03940819681423924
r0jqeaev,0.0047092859725959
r1rsvgco,0.017273709636410062
r84jyjzi,0.016604665581647637
r9pl56hp,0.05007689350249911
rwtn9oet,0.0035799947151250455
s6ye1o1i,0.015440100255421751
sckw9xi2,-0.0026712711390991517
si7hbkx8,-0.0033927683315361223
sjmltdl9,0.02206334774593499
sjp7cniy,0.019942581366473644
sl71orxp,0.01076592819498512
sm7365pn,-0.0015671769708939243
t4wh6a8a,0.01387678556540195
tcvcarp3,0.00780273863909875
td18pjfx,0.01202211443175305
teq2jd9p,0.029174484052532756
tjix77rv,0.028091705986244553
tkc3bql3,0.029447239810289516
tlv2ma31,0.00430002061166912
tngsmbfb,0.017146776406035902
twjbvnlp,0.03996826316386026
txj3817a,0.02032716545990887
u2woyp9g,0.04070170505504955
u32swc61,0.02051554109415421
u8ofwyp7,-0.00939861978310852
u958vef7,0.030653182780107202
ud3qt2ba,0.010137095332299229
un3gjc1s,0.06334551267412647
usnnjdm9,0.005985130727855559
ut85pm0q,0.004513748893659408
uuurrbbj,0.01717268776470482
uzghar5a,0.02939001677580988
v6fn4eru,0.004315763553182084
v7zfve4a,0.028023346642662816
vduxnyfy,0.03691401487261703
vl6m2tlj,0.010022518680268933
vrydb0xr,0.016419218967390514
vs7415pm,0.01753741346789106
vz5xf26j,0.05513366126863051
w6fxd0ct,0.025239711057011283
weakyj8i,0.041053192749674006
wl1d54gn,0.028343658301995922
x0p6rm1y,0.032889434700848263
x0xukvie,0.041857702073757386
x3yr520m,0.028454807105270374
x7813yq0,-0.009227056129710642
xivwne6i,0.01830250401475053
xmklclsz,0.010573868034614797
xroufr90,0.020309540023524697
xuhuv8lc,0.050710684778042414
y0w9ndc3,0.042172981538259546
y4t0c0hk,0.014866187438831058
yc475tvl,0.020987365739063235
yozvkl9c,0.02233762842237086
yq8ep1z3,0.024092114470921744
yrsr94ov,0.019888219496262183
ywgayqt6,0.03571753426631752
yyfbdu0b,0.02993258697484069
yz3rkgxg,0.025238843144178902
z0qweezh,0.01749711268767551
z3zuaqyi,0.01396455812353059
z7bic0rf,0.03284713829241237
za9gkd6c,0.029752672395724433
zc2uy687,0.008802966077435803
ze5i9tkz,0.062313502536125887
zgi28emw,0.0179612866292177
zmlkdgl5,0.04081632653061207
zn7thjg0,0.006493229099919007
zqa7txui,0.023170145537353526
zrfresc1,0.013170719778088924
zrn2grix,0.029397330531612864
zshuyb8c,0.004721874644523005
zxd44db3,0.016435537098149378
zy448n7y,0.03750296760005445
